x0 x1
-2.1787996  3.19274849
 2.9419283  0.28815250
 3.3919321  0.56547611
-3.5237900 -1.67621773
-1.8503732 -0.85375308
-2.5534270  3.60965752
-2.8695765 -2.05193705
-3.6950982  3.91962688
-2.9135633  2.14441417
 2.5549633  0.86262214
  1.4305704 -0.26747834
 -3.5849035  1.82534716
 -3.5719155 -2.90032350
  3.2119698 -0.33036579
 -3.5412990 -2.57752890
  4.2729625  0.81018423
 -1.7627038  2.59965797
 -3.7757533  2.83201433
 -4.2791679 -4.40943642
  0.5177239 -0.26280227
 -3.4640964  1.99928858
  2.0735205  1.39409988
 -2.1637521  4.27185359
 -3.3466047 -2.25420378
 -4.1973501 -3.83027993
  2.9676835 -1.26439453
 -0.7979813 -2.09447213
 -4.6403091  3.78925308
 -1.3182196  2.14271501
 -2.3876410  2.39813480
 -2.3224258 -1.51594913
 -1.5059178  3.50828294
  3.8569002  0.83022792
  3.6555184 -0.38079553
 -1.1676734 -2.12549741
 -2.2430043 -3.31591511
 -1.4396440 -0.99015087
 -3.0709809 -1.84640670
 -2.1283611 -1.26297112
 -1.2141929 -3.07122353
 -4.5113935 -4.39469734
 -3.0762306  3.90136643
  3.1248273  1.29038737
  3.0866869  0.21438923
  3.8479403  0.15381228
 -2.1251904 -2.73600136
 -1.1265815 -3.67654856
  2.2440634  1.37416719
  3.4239737  0.68569896
 -3.6267822 -3.38511339
 -2.2492470 -3.63905971
  3.1453000  0.03276693
 -2.4230326  2.06984929
  1.7367940 -0.37269540
  2.5749460  0.24623289
 -2.4996394  3.31889251
  1.8614488 -1.36737770
 -1.9326575  2.68814615
 -3.1137285 -3.00820022
 -1.2949589  2.13362992
 -0.8715530 -2.97112786
  3.3190436  0.43131316
 -4.0802962 -1.76652553
 -0.8691911 -0.58264516
  3.1770314 -1.20536647
 -2.5058426 -1.95461840
 -3.3343307 -3.76991398
 -3.3532419 -4.80282405
 -2.1096470 -3.40135033
  2.5308926 -1.00236151
 -2.4821802 -4.93766635
 -0.9326938  2.19047570
  2.4233872  0.06559119
 -1.8399280  2.28500572
 -3.0017075  2.40924730
 -4.1777749  1.63926997
 -2.5497105  4.37978090
  3.0052474 -0.73734849
 -3.0890399  2.38312622
 -1.6173824 -4.46155318
 -1.6031562 -4.17328586
 -3.2648286 -2.93087303
  3.3014733 -0.60540427
 -2.6523875  3.11351972
  2.3707492 -0.51752485
 -3.5888291  4.82344549
  0.9533146  0.04163478
 -1.7023687 -4.81495394
 -1.7538494 -5.07187033
  3.6518071  2.13361647
  3.5629970 -1.32126435
 -3.2440956 -3.99123095
 -1.4579797  4.98977725
  2.7082986 -0.59645262
  2.2009621 -0.32544781
 -2.4704837  1.89811034
 -3.0378580 -4.03951522
  1.1435083  0.90756252
 -2.9279016  3.01443861
 -2.4158594  3.92696121
 -1.5010047  2.76514659
 -2.3116872  6.73177923
 -1.8862680  2.30633663
 -2.1857533 -2.74051780
  2.9303411 -0.004773923
  3.2746493 -0.276011176
  2.7880142 -0.020609508
  0.4501549 -0.532938542
 -1.4929571 -2.295240311
  1.5493618  0.252120119
  2.1480330  3.111821129
 -2.1245442 -3.852498176
 -0.8225903  0.915391379
 -2.0939974 -2.287067768
  2.6084722 -0.429350774
 -4.0001623  3.776360501
  2.2185490  2.211609712
  3.6791793  1.124607256
 -2.3538738 -0.732015400
 -2.9044630  1.713025998
  2.2487589  1.556841022
 -0.2044169  2.344694111
 -4.8558884  2.094522644
 -1.1243852 -3.923257406
 -2.9730310  2.797977996
  1.1066924  0.046447594
 -3.0888466 -1.877014937
 -3.8122240  2.465329601
  1.4413756  2.689610464
  2.4479610 -0.555486338
 -2.8962097 -3.241599472
 -3.6211591  2.619863638
 -2.4248878  2.349018262
 -1.9428224  3.102330763
  4.1281425  0.802072568
  2.3927354  1.289518118
  3.2124415 -0.411799286
  3.0296001 -1.775080134
 -2.1883429 -1.617590389
  2.7671788 -1.841913190
  1.9283144  0.232933638
